"TIMESTAMP_END","NEE","SW_IN","TA","VPD","SWC"
2023-01-09 13:30:00,-3.90155,526.506,9.08949,6.85175648141839,31.8358
2023-01-09 14:00:00,-4.71012,495.625,9.73088,7.36873228385324,31.8325
2023-01-09 14:30:00,-4.77186,449.868,10.0278,7.51239994159781,31.8133
2023-01-09 15:00:00,-3.87487,390.426,10.2408,7.97238333445298,31.8133
2023-01-09 15:30:00,-3.41579,320.157,10.2435,8.05687110350424,31.805
2023-01-09 16:00:00,-2.90383,241.492,9.96692,7.66801771702333,31.8017
2023-01-09 16:30:00,-1.39214,157.574,9.32897,7.09965740790886,31.8133
2023-01-10 09:00:00,-0.393172038095238,88.9075,0.0332862,1.45679596794883,32.2017
2023-01-10 09:30:00,NA,136.091,1.3258,1.71435855504237,32.2
2023-01-10 10:00:00,NA,216.496,3.44231,2.942124353895,32.1983
2023-01-10 10:30:00,-1.47461814285714,240.867,4.82838,3.87519571497504,32.2
2023-01-10 11:00:00,-1.63941,221.067,5.1734,4.22822484469268,32.1983
2023-01-10 11:30:00,-1.09718698095238,207.525,5.07069,4.32123346145407,32.2
2023-01-10 12:00:00,-4.30013095238095,467.615,7.09103,5.50112378221687,32.1983
2023-01-10 12:30:00,-9.95746,529.391,8.69988,7.49691966001724,32.1983
2023-01-10 13:00:00,-8.58329,500.714,9.76683,8.24952029603484,32.2
2023-01-10 13:30:00,-5.00117,344.292,9.26441,8.18910604566389,32.2
2023-01-10 14:00:00,-4.0559,400.878,9.70904,8.309665090498,32.2033
2023-01-10 14:30:00,-2.92566095238095,292.455,9.63458,8.34217254632069,32.1983
2023-01-10 15:00:00,-4.05907,339.64,10.0936,8.66388234174109,32.2
2023-01-10 15:30:00,-2.82072571428572,319.494,11.1966,9.61465254868421,32.2017
2023-01-10 16:00:00,-2.20193,237.033,10.9185,9.28315596724234,32.2017
2023-01-10 16:30:00,-2.43136,166.442,10.4453,8.72427892791063,32.2
2023-01-11 09:00:00,-1.3977501,88.1427,-1.01579,0.237697145126493,32.2
2023-01-11 09:30:00,-1.0678629047619,114.295,0.455838,0.333343491771875,32.2
2023-01-11 10:00:00,0.0101908095238095,165.448,1.75159,0.588826675573759,32.2
2023-01-11 10:30:00,-1.68902333333333,189.15,2.85623,1.26411721470281,32.2
2023-01-11 11:00:00,NA,243.029,4.49261,2.40394720300789,32.1967
2023-01-11 11:30:00,-1.27519761904762,223.978,5.02255,3.25353651964323,32.1983
2023-01-11 12:00:00,-1.16303185714286,199.368,5.43954,3.56085274010299,32.195
2023-01-11 12:30:00,-1.24567071428571,204.604,5.71653,3.78197447543011,32.195
2023-01-11 13:00:00,-2.26464,217.313,6.09216,4.06936445142395,32.195
2023-01-11 13:30:00,-6.88145,505.978,7.71354,4.90038095374676,32.19
2023-01-11 14:00:00,-4.0080480952381,488.887,9.09286,6.25063532568922,32.1833
2023-01-11 14:30:00,-5.04299,366.023,9.06774,6.46789963637526,32.17
2023-01-11 15:00:00,-4.06445,370.665,9.19436,6.5042626663016,32.1683
2023-01-11 15:30:00,-4.13272,306.436,9.2295,6.46272755326424,32.1517
2023-01-11 16:00:00,-1.86375,140.739,8.40348,5.94452900448205,32.1467
2023-01-12 09:00:00,-0.109796480952381,79.0399,5.36258,0.786860847118334,32.0017
2023-01-12 09:30:00,0.279548761904762,101.676,5.48552,0.936038767210325,32.0033
2023-01-12 10:00:00,-1.40632780952381,148.924,5.87699,1.20916851769764,32.0017
2023-01-12 10:30:00,-1.97537966666667,217.464,6.85642,1.67225401327112,32.0033
2023-01-12 11:00:00,-1.15648190476191,230.526,7.57541,2.13237002101922,32.0033
2023-01-12 11:30:00,-1.28031257142857,168.198,8.08243,2.35662342517392,32.0083
2023-01-12 12:00:00,-0.976964414285714,160.789,8.61223,2.55618233993712,32.0033
2023-01-12 12:30:00,-1.69758,163.311,9.07581,3.15627868120609,32.0033
2023-01-12 13:00:00,-1.27008,125.25,9.38772,3.27713918633529,32.0175
2023-01-12 13:30:00,-1.27722,149.779,9.82991,3.79865449602156,32.0075
2023-01-12 14:00:00,-1.55369,93.8645,9.47545,3.62453140624414,32.0133
2023-01-12 14:30:00,-0.629037,59.7904,9.42326,3.44197262306743,32.0117
2023-01-12 15:00:00,-0.189652,77.0801,9.72662,3.41569716457003,32.015
2023-01-13 08:30:00,1.36677,69.4102,6.47753,3.24856097123728,34.4967
2023-01-13 09:00:00,-0.566767,171.667,7.29626,3.97747008936035,34.4967
2023-01-13 09:30:00,-1.92982,252.756,7.886,4.44007595933498,34.4458
2023-01-13 10:00:00,-2.98798,329.842,8.27716,5.00884504322488,34.31
2023-01-13 10:30:00,-3.23131,398.077,8.23122,5.38555814559403,34.3058
2023-01-13 11:00:00,-4.19579,454.253,9.04773,5.70572426695326,34.3242
2023-01-13 11:30:00,-4.91203,497.357,9.95988,6.28326601430231,34.4025
2023-01-13 12:00:00,-5.21258,527.665,9.99139,6.77872339472666,34.4075
2023-01-13 12:30:00,-5.30734,543.05,10.2757,6.98908791914863,34.4017
2023-01-13 13:00:00,-5.63191,544.171,10.7222,7.50093948522457,34.3042
2023-01-13 13:30:00,-5.06491,525.889,10.2153,7.49811205426964,34.2283
2023-01-13 14:00:00,-5.2254,497.671,10.3929,7.70272205865557,34.255
2023-01-13 14:30:00,-4.05161,462.21,10.3657,7.82445932993017,34.28
2023-01-13 15:00:00,-4.15844,406.437,10.0248,7.80136425094635,34.2958
2023-01-13 15:30:00,-4.08762,329.597,9.81123,7.49666338782803,34.2725
2023-01-13 16:00:00,-2.59812,254.174,9.24155,7.02540588495207,34.1367
2023-01-13 16:30:00,-1.32594,160.962,8.67159,6.41282332180092,34.1017
2023-01-13 17:00:00,0.911752952380952,87.5259,7.83051,5.67165670644012,34.1
2023-01-14 08:30:00,0.00284905,48.8941,1.72567,3.16138299876297,33.5
2023-01-14 09:00:00,-0.774202,86.959,2.04322,3.29467877931749,33.5
2023-01-14 09:30:00,-3.75844,299.921,4.07183,4.17389097679586,33.5
2023-01-14 10:00:00,-2.27461,133.562,3.2984,4.16371552855356,33.495
2023-01-14 10:30:00,-3.51653,263.958,3.54334,4.3107867169455,33.4525
2023-01-14 11:00:00,-4.37974,427.52,4.99397,4.97236432430972,33.3817
2023-01-14 11:30:00,-6.4163,427.724,5.80367,5.60648769803223,33.3375
2023-01-14 12:00:00,-6.56804,532.363,6.19907,6.18246687569196,33.3133
2023-01-14 12:30:00,-7.01337,563.952,6.71917,6.48929153065211,33.3108
2023-01-14 13:00:00,-7.78533,615.469,7.07345,6.80093062692664,33.3192
2023-01-14 13:30:00,-7.11746,548.314,6.6685,6.77296366376343,33.335
2023-01-14 14:00:00,-4.40058,413.776,6.61521,6.73166993595371,33.3375
2023-01-14 14:30:00,-4.87092,417.674,7.65437,6.76411058528756,33.35
2023-01-14 15:00:00,-4.3886,404.892,7.83509,7.45800685795639,33.3575
2023-01-14 15:30:00,-3.67511,336.497,7.37749,7.26621366020489,33.3717
2023-01-14 16:00:00,-2.77108,256.747,7.05578,7.0542394247297,33.4308
2023-01-14 16:30:00,-1.52598,171.835,6.25448,6.52239086761963,33.4258
2023-01-14 17:00:00,0.111914,79.7584,5.26317,5.88898060466494,33.3483
2023-01-15 08:30:00,1.16111,86.7028,-0.581186,3.18563441823891,32.8017
2023-01-15 09:00:00,-0.0452967,189.591,1.19662,4.07109725852355,32.8108
2023-01-15 09:30:00,-1.23108,275.954,2.71489,4.86292233386296,32.8383
2023-01-15 10:00:00,-1.83459,357.536,3.80136,5.77403174306896,32.885
2023-01-15 10:30:00,-2.6994,426.931,4.31409,6.42740630933542,32.8983
2023-01-15 11:00:00,-3.29752,483.096,5.72602,7.12027689636783,32.9092
2023-01-15 11:30:00,-4.78476,527.841,6.83899,7.6041218579392,32.9075
2023-01-15 12:00:00,-5.74059,558.64,7.85702,8.23630700678124,32.8917
2023-01-15 12:30:00,-5.30123,571.752,9.36622,9.21576144475479,32.88
2023-01-15 13:00:00,-6.62794,571.909,9.66822,9.89874952675371,32.87
2023-01-15 13:30:00,-4.78774,554.76,9.95911,10.5639472722287,32.8392
2023-01-15 14:00:00,-3.98552,523.058,10.8421,10.7378978265128,32.8267
2023-01-15 14:30:00,-6.19498,479.084,11.4303,11.437046087565,32.7858
2023-01-15 15:00:00,-4.22909,419.978,11.7899,11.8854434066111,32.7808
2023-01-15 15:30:00,-3.44587,349.172,11.3669,11.5078889360348,32.7808
2023-01-15 16:00:00,-2.63072,268.164,10.7302,10.9705677329027,32.7792
2023-01-15 16:30:00,-1.5032,177.268,10.2322,10.0565779184778,32.7858
2023-01-15 17:00:00,0.474666142857143,77.5138,9.43101,9.0387784283823,32.7942
2023-01-16 08:30:00,0.385801347619048,95.6748,-1.70337,1.65767660637815,32.4942
2023-01-16 09:00:00,0.252263823809524,136.745,0.596639,2.49509959680829,32.475
2023-01-16 09:30:00,-2.12003923761905,267.786,4.74028,4.36044853604302,32.4483
2023-01-16 10:00:00,-0.766118,347.642,7.50531,6.69962731276208,32.4283
2023-01-16 10:30:00,-0.138262,416.661,9.12196,9.00275610985682,32.4067
2023-01-16 11:00:00,-0.978809,475.581,11.3625,10.9008111916961,32.4025
2023-01-16 11:30:00,-3.59416,526.634,12.7422,12.9002998253,32.4
2023-01-16 12:00:00,-4.08257,500.754,13.1337,13.3876402190168,32.4
2023-01-16 12:30:00,-4.01302,487.151,13.5666,14.0696058691671,32.4017
2023-01-16 13:00:00,-4.11173,530.019,13.7525,14.2310194588408,32.415
2023-01-16 13:30:00,-3.93668,541.219,14.1669,14.9891635576614,32.4133
2023-01-16 14:00:00,-3.70681,445.629,13.9986,14.5899849312236,32.4183
2023-01-16 14:30:00,-3.69793,384.926,14.314,14.612517449904,32.4367
2023-01-16 15:00:00,-3.06251,336.658,14.4001,14.5132167727471,32.4667
2023-01-16 15:30:00,-0.917248,173.815,13.319,13.480093269159,32.5
2023-01-16 16:00:00,-0.173816,127.68,12.8845,13.0403434689418,32.4817
2023-01-16 16:30:00,0.620186714285714,69.3347,12.3352,12.2507909645207,32.4683
2023-01-17 09:30:00,-2.36675005238095,61.8895,4.45811,0.141198807620768,32.1992
2023-01-17 10:00:00,-4.54456719523809,55.8618,4.99048,0.127785210933981,32.1967
2023-01-17 10:30:00,-1.02793276666667,64.7602,5.05272,0.132016801196966,32.2
2023-01-17 11:00:00,-2.27548280952381,87.672,5.40569,0.128374654317207,32.2
2023-01-17 11:30:00,-0.721706,113.16,6.17355,0.123858120725135,32.2
2023-01-17 12:00:00,-1.15395,99.8576,6.19555,0.18287141549118,32.1875
2023-01-17 12:30:00,-0.326087,207.728,7.14243,0.268567550503421,32.1325
2023-01-17 13:00:00,0.782315904761905,0.208182,NA,NA,NA
2023-01-17 13:30:00,-3.03242,180.115,8.60537,0.727482101344394,32.3608
2023-01-17 14:00:00,-2.91491,310.486,8.77983,1.05814626249074,32.375
2023-01-17 14:30:00,NA,282.064,9.29773,1.48491848020728,32.3883
2023-01-17 15:00:00,NA,217.647,9.70075,1.60209760653283,32.3833
2023-01-17 15:30:00,-1.73610776190476,165.824,9.90935,1.8414631205643,32.3658
2023-01-17 16:00:00,-1.1242806047619,120.55,10.2152,1.81601743476641,32.3392
2023-01-17 16:30:00,-1.33867,143.911,11.1569,2.11137845628336,32.3242
2023-01-18 08:30:00,1.24203,75.5016,12.2526,7.3685608110084,32.3367
2023-01-18 09:00:00,-1.00665,154.014,13.0566,8.33951062265963,32.3283
2023-01-18 09:30:00,-2.31475,262.714,13.9775,9.63253609407854,32.315
2023-01-18 10:00:00,-2.56644,279.821,14.1697,10.2109849741352,32.3383
2023-01-18 10:30:00,-2.27895,391.356,14.7548,11.0684088131514,32.315
2023-01-18 11:00:00,-3.75695,374.762,15.222,11.693660705399,32.3017
2023-01-18 11:30:00,-3.1701,389.738,15.8426,12.0679500508371,32.3142
2023-01-18 12:00:00,-2.87427,290.374,15.6271,11.907733549946,32.2942
2023-01-18 12:30:00,-3.57233,366.876,16.0839,12.2690617983875,32.305
2023-01-18 13:00:00,-3.25075,330.536,16.1962,13.1476077393076,32.29
2023-01-18 13:30:00,-2.95754,308.496,16.2838,12.9641016173063,32.2933
2023-01-18 14:00:00,-3.94061,442.222,17.5183,14.4297923383068,32.3025
2023-01-18 14:30:00,-3.21418,314.267,17.4788,14.6659031540666,32.28
2023-01-18 15:00:00,-3.6657,377.723,18.1285,15.058057860454,32.2733
2023-01-18 15:30:00,-1.4637,237.071,17.722,14.9343010252565,32.27
2023-01-18 16:00:00,-1.44562,266.692,18.2154,15.1594354268497,32.2667
2023-01-18 16:30:00,-0.371784,136.87,17.5112,14.4238358796708,32.2717
2023-01-19 11:30:00,-2.98601171428571,52.5997,5.98085,0.0689159424543417,32.1258
2023-01-19 12:00:00,-0.0522155714285712,60.2187,6.17776,0.0631601199063292,32.1608
2023-01-19 12:30:00,3.39776019047619,49.7906,6.15216,0.0588249947891839,32.1917
2023-01-20 08:30:00,1.30348,89.4019,7.80033,5.23985892094552,32.3875
2023-01-20 09:00:00,-1.27536,171.661,8.26,5.8740253949165,32.3833
2023-01-20 09:30:00,-0.687383142380952,129.637,7.57448,5.74689674061993,32.3833
2023-01-20 10:00:00,-1.70359,176.422,7.42281,5.68466246605049,32.3858
2023-01-20 10:30:00,-5.0491,416.176,8.49394,6.86948430779318,32.385
2023-01-20 11:00:00,-5.61331,445.33,8.80923,7.18134920355871,32.3775
2023-01-20 11:30:00,-3.82359,272.21,8.41767,6.77559595082844,32.3842
2023-01-20 12:00:00,-1.03986,115.67,7.46196,5.77117459300333,32.3825
2023-01-20 12:30:00,-1.80742,138.915,7.27145,5.60847697002105,32.3908
2023-01-20 13:00:00,-1.25064,133.828,7.26128,5.6631283897819,32.3892
2023-01-20 13:30:00,-1.13718,123.423,7.44571,5.64030255967839,32.3908
2023-01-20 14:00:00,-1.30438,115.357,6.91892,5.53446323121857,32.3875
2023-01-20 14:30:00,-1.19958,101.943,6.50204,5.30034051213504,32.3883
2023-01-20 15:00:00,-1.2414,132.426,6.75238,5.32662703669061,32.3867
2023-01-20 15:30:00,-2.25889,188.164,6.9102,5.59190716880312,32.3925
2023-01-20 16:00:00,-3.23963,213.469,7.29654,5.70716639918059,32.3908
2023-01-20 16:30:00,-1.88006,147.47,7.23574,5.52561682536187,32.3908
2023-01-21 09:00:00,-0.447206,56.9429,3.13887,3.20535518656264,32.205
2023-01-21 09:30:00,-2.16131,131.115,3.65656,3.55997698162915,32.2067
2023-01-21 10:00:00,-2.62644,175.299,4.15031,3.83984426264257,32.2
2023-01-21 10:30:00,-3.84462,247.561,4.9129,4.2591597143636,32.2
2023-01-21 11:00:00,-3.1202,286.14,5.41232,4.63914803890142,32.2
2023-01-21 11:30:00,-3.85993,281.979,5.56329,4.74828541911642,32.2
2023-01-21 12:00:00,-3.59596,375.322,6.05316,4.97835935277792,32.1983
2023-01-21 12:30:00,-5.41177,321.958,5.80365,5.01051296436258,32.1975
2023-01-21 13:00:00,-7.64992,542.837,7.12847,5.65883727165378,32.2017
2023-01-21 13:30:00,-5.00314,381.291,6.88846,5.77217271214532,32.1983
2023-01-21 14:00:00,-7.84412,538.475,7.53889,6.09021305589993,32.2
2023-01-21 14:30:00,-5.09319,514.054,8.46782,6.72843601368954,32.2
2023-01-21 15:00:00,-6.19352,447.194,8.22649,6.78270611677803,32.2
2023-01-21 15:30:00,-4.07124,361.587,8.4292,6.68181895777028,32.2
2023-01-21 16:00:00,-3.13594,281.453,8.19838,6.48287769308348,32.2
2023-01-21 16:30:00,-1.23664114238095,189.538,8.13804,5.98686964605772,32.2
2023-01-21 17:00:00,0.932513142857143,73.6996,6.96538,5.16731877212179,32.2
2023-01-22 09:30:00,-3.57747686190476,56.5807,1.6109,0.686535504484169,32.0542
2023-01-22 10:00:00,NA,50.6329,1.75902,0.847606761419464,32.0325
2023-01-22 10:30:00,NA,58.7197,1.69313,1.10902328567984,32.0183
2023-01-22 11:00:00,-2.12146,113.55,2.10437,1.2320158356702,32.0133
2023-01-22 11:30:00,-1.14630154285714,128.69,2.82846,1.45829901546008,32.0083
2023-01-22 12:00:00,NA,182.725,2.8139,1.35206266480951,32
2023-01-22 12:30:00,-2.02267,127.473,2.93586,1.11041858321515,32.0075
2023-01-22 13:00:00,-2.73533,70.6952,3.26947,1.25649134850818,32.0075
2023-01-22 14:00:00,-5.42571,57.9958,2.22691,0.580381116905484,32.0008
2023-01-22 14:30:00,-1.36390757619048,64.9946,2.05112,0.244305517204436,32.0033
2023-01-22 15:00:00,-2.43891971904762,50.8046,1.91932,0.178303814579776,32.0008
2023-01-23 08:30:00,-2.33710947619048,95.4212,3.56655,0.0635429346084515,32.1067
2023-01-23 09:00:00,-2.19647666666667,170.713,6.05521,0.719568183183296,32.1042
2023-01-23 09:30:00,-1.99617,259.513,7.0527,1.93234521338913,32.025
2023-01-23 10:00:00,-1.63987,196.686,6.88697,2.98959109118582,32.005
2023-01-23 10:30:00,-1.17256,160.534,6.59679,3.84215263624771,32.0025
2023-01-23 11:00:00,NA,143.153,6.46974,4.14803167558679,32.0017
2023-01-23 11:30:00,-1.34937,209.276,6.96438,4.68933238048961,32
2023-01-23 12:00:00,-2.52898,287.21,7.79795,5.40189367328887,32
